,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Company,YEAR
8007,Senschi (Earth-616),Public Identity,Neutral Characters,,No Hair,,,Living Characters,3.0,Jul-03,2003.0,Marvel,
8008,Shiva Nataraja (Earth-616),Secret Identity,Good Characters,Violet Eyes,Black Hair,Male Characters,,Living Characters,3.0,May-03,2003.0,Marvel,
8009,Uber-Machine (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jan-03,2003.0,Marvel,
8010,Zebra Daddy (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Nov-03,2003.0,Marvel,
8011,Appraiser (Earth-616),,Bad Characters,Brown Eyes,Pink Hair,Female Characters,,Living Characters,3.0,Dec-04,2004.0,Marvel,
8012,Carol Campbell (Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,3.0,Dec-04,2004.0,Marvel,
8013,Carrie (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Female Characters,,Living Characters,3.0,Oct-04,2004.0,Marvel,
8014,Clarence Ward (Earth-616),Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,3.0,Oct-04,2004.0,Marvel,
8015,Crimson Dynamo IX (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Oct-04,2004.0,Marvel,
8016,Daniel Jermain (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,3.0,Jun-04,2004.0,Marvel,
8017,Franz (DermaFree) (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,Jul-04,2004.0,Marvel,
8018,Fukuko (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,3.0,Dec-04,2004.0,Marvel,
8019,Hans (DermaFree) (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,Jul-04,2004.0,Marvel,
8020,Hans (Sinister) (Earth-616),Secret Identity,,Red Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Sep-04,2004.0,Marvel,
8021,Hobgoblin V (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Oct-04,2004.0,Marvel,
8022,Ichiro (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3.0,Dec-04,2004.0,Marvel,
8023,Jean-Claude Lauziere (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Jul-04,2004.0,Marvel,
8024,Joey Chambers (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Sep-04,2004.0,Marvel,
8025,Kalyx (Earth-616),,Good Characters,,,,,Living Characters,3.0,Sep-04,2004.0,Marvel,
8026,Lefty (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3.0,Nov-04,2004.0,Marvel,
8027,Leo Zelinsky (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,3.0,Feb-04,2004.0,Marvel,
8028,Lonnie Shakespeare (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Aug-04,2004.0,Marvel,
8029,Luc (Earth-616),Secret Identity,Good Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Aug-04,2004.0,Marvel,
8030,Michiyo Watanabe (Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,Dec-04,2004.0,Marvel,
8031,Mikhail Smerdyakov (Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,3.0,Jul-04,2004.0,Marvel,
8032,Mitya Smerdyakov (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Jul-04,2004.0,Marvel,
8033,Moloka Dar (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jun-04,2004.0,Marvel,
8034,Noah van Helsing (Earth-616),,Good Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Dec-04,2004.0,Marvel,
8035,Ralf (DermaFree guinea pig) (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Aug-04,2004.0,Marvel,
8036,Raymond Keyes (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jul-04,2004.0,Marvel,
8037,Rita (Waitress) (Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,3.0,Dec-04,2004.0,Marvel,
8038,Rojas (Earth-616),No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,3.0,Feb-04,2004.0,Marvel,
8039,Sasha (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Aug-04,2004.0,Marvel,
8040,Stringer (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Dec-04,2004.0,Marvel,
8041,Sylvette Lauziere (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Jul-04,2004.0,Marvel,
8042,Tarquin Berdeaux (Earth-616),,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Aug-04,2004.0,Marvel,
8043,Terri Kidder (Earth-616),,,,,Female Characters,,Deceased Characters,3.0,Apr-04,2004.0,Marvel,
8044,Tess Black (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3.0,Mar-04,2004.0,Marvel,
8045,Zed (Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,3.0,Oct-04,2004.0,Marvel,
8046,Zelda (District X) (Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Jun-04,2004.0,Marvel,
8047,Zius (Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,3.0,Nov-04,2004.0,Marvel,
8048,Abu-Jamal Rodriguez (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Jun-05,2005.0,Marvel,
8049,Antoinelle Arceneaux (Earth-616),,,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Apr-05,2005.0,Marvel,
8050,Book (Annika) (Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Feb-05,2005.0,Marvel,
8051,Daniel Shawcross (Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Apr-05,2005.0,Marvel,
8052,Doug Taggert (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,3.0,Jun-05,2005.0,Marvel,
8053,Edward Vance (Earth-616),,,,,Male Characters,,Living Characters,3.0,Jan-05,2005.0,Marvel,
8054,Father Lantom (Earth-616),,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Dec-05,2005.0,Marvel,
8055,Gene Lorrene (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jun-05,2005.0,Marvel,
8056,General (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Sep-05,2005.0,Marvel,
8057,Halphas (Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Nov-05,2005.0,Marvel,
8058,Hyun Rahman (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Jun-05,2005.0,Marvel,
8059,Jean Bradley (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Jan-05,2005.0,Marvel,
8060,Jill Kincaid (Earth-616),,,Green Eyes,Red Hair,Female Characters,,Living Characters,3.0,Aug-05,2005.0,Marvel,
8061,Jono Baraka (Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,May-05,2005.0,Marvel,
8062,Laline Ortega (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,Jan-05,2005.0,Marvel,
8063,Lars Branco (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Sep-05,2005.0,Marvel,
8064,Martha Gomes (Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Nov-05,2005.0,Marvel,
8065,Martin Sutter (Earth-616),Public Identity,,Amber Eyes,Bald,Male Characters,,Deceased Characters,3.0,Mar-05,2005.0,Marvel,
8066,Njeri Damphousse (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Jun-05,2005.0,Marvel,
8067,The Entity (Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,3.0,Oct-05,2005.0,Marvel,
8068,Vegas (Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Dec-05,2005.0,Marvel,
8069,Zombie (Howling Commandos) (Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,3.0,Dec-05,2005.0,Marvel,
8070,Aftaab Lemar (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Aug-06,2006.0,Marvel,
8071,Andreas Vadas (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Mar-06,2006.0,Marvel,
8072,Andrei Gorlovich (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Jun-06,2006.0,Marvel,
8073,Apocalypse Beast (Earth-616),,Bad Characters,Orange Eyes,No Hair,,,Living Characters,3.0,Feb-06,2006.0,Marvel,
8074,Ara Tanzerian (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Jul-06,2006.0,Marvel,
8075,Av-Rom (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3.0,Mar-06,2006.0,Marvel,
8076,Brigand (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Dec-06,2006.0,Marvel,
8077,Damian Tryp Jr. (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Feb-06,2006.0,Marvel,
8078,Denebo Aruc III (Earth-616),Public Identity,,,Bald,Male Characters,,Deceased Characters,3.0,Apr-06,2006.0,Marvel,
8079,Dennis Kellard (Earth-616),,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,3.0,Jun-06,2006.0,Marvel,
8080,Extirpia (Earth-616),No Dual Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Living Characters,3.0,Oct-06,2006.0,Marvel,
8081,First Fallen (Earth-616),Secret Identity,Bad Characters,Variable Eyes,No Hair,Male Characters,,Living Characters,3.0,Aug-06,2006.0,Marvel,
8082,Gloria Santiago (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3.0,Feb-06,2006.0,Marvel,
8083,Grace Darling (Earth-616),,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Aug-06,2006.0,Marvel,
8084,Greexix (Earth-616),Public Identity,,Black Eyes,Bald,Male Characters,,Living Characters,3.0,Sep-06,2006.0,Marvel,
8085,Gretchen Zeller (Earth-616),Secret Identity,,Blue Eyes,Red Hair,Female Characters,,Living Characters,3.0,May-06,2006.0,Marvel,
8086,Hawal (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3.0,Jul-06,2006.0,Marvel,
8087,Hybalea (Earth-616),,,,,,,Living Characters,3.0,Nov-06,2006.0,Marvel,
8088,Jack Abrams (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Feb-06,2006.0,Marvel,
8089,Jack Vaughn (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Feb-06,2006.0,Marvel,
8090,James Madrox (The X-Factor) (Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Jan-06,2006.0,Marvel,
8091,Jasper Angevine (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3.0,Mar-06,2006.0,Marvel,
8092,Joaquim Robichaux (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Aug-06,2006.0,Marvel,
8093,Josephine Tyler (Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Sep-06,2006.0,Marvel,
8094,Kabar Brashir (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Apr-06,2006.0,Marvel,
8095,Lucia Page (Earth-616),Public Identity,Neutral Characters,,Blue Hair,Female Characters,,Deceased Characters,3.0,Feb-06,2006.0,Marvel,
8096,Margaret Slade (Earth-616),,,,Grey Hair,Female Characters,,Deceased Characters,3.0,May-06,2006.0,Marvel,
8097,Mari (Rigellian) (Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,3.0,Oct-06,2006.0,Marvel,
8098,Matador (Juan) (Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Nov-06,2006.0,Marvel,
8099,Minnie Floyd (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,3.0,Jan-06,2006.0,Marvel,
8100,Mr. Munroe (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,3.0,Jul-06,2006.0,Marvel,
8101,One-Eyed Jacquie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Jan-06,2006.0,Marvel,
8102,Philadelphia Filly (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Deceased Characters,3.0,Sep-06,2006.0,Marvel,
8103,Philip Gavin (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Aug-06,2006.0,Marvel,
8104,Provost (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,3.0,Apr-06,2006.0,Marvel,
8105,Pusher Man (Earth-616),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Jan-06,2006.0,Marvel,
8106,Randall Nixon (Earth-616),Public Identity,,,Brown Hair,Male Characters,,Deceased Characters,3.0,Mar-06,2006.0,Marvel,
8107,Tantrum (Earth-616),,,,Bald,Male Characters,,Living Characters,3.0,Aug-06,2006.0,Marvel,
8108,Terry Maguire (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,3.0,Jan-06,2006.0,Marvel,
8109,Vince Dio (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Apr-06,2006.0,Marvel,
8110,Zakim Karzai (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Aug-06,2006.0,Marvel,
8111,Agent Carver (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Mar-07,2007.0,Marvel,
8112,Avia (Inhuman) (Earth-616),No Dual Identity,,White Eyes,Brown Hair,Female Characters,,Living Characters,3.0,Mar-07,2007.0,Marvel,
8113,Barko (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,3.0,Nov-07,2007.0,Marvel,
8114,Black Maria (Earth-616),Secret Identity,Neutral Characters,White Eyes,Black Hair,Female Characters,,Living Characters,3.0,Dec-07,2007.0,Marvel,
8115,Caleb (Earth-616),Secret Identity,,Red Eyes,No Hair,,,Living Characters,3.0,Apr-07,2007.0,Marvel,
8116,Cooper Roth (Earth-616),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3.0,Oct-07,2007.0,Marvel,
8117,Darlene (Host) (Earth-616),No Dual Identity,,Brown Eyes,Red Hair,Female Characters,,Living Characters,3.0,Oct-07,2007.0,Marvel,
8118,Daystar (Spaceknight) (Earth-616),Public Identity,,,,Male Characters,,Living Characters,3.0,Aug-07,2007.0,Marvel,
8119,Deimne (Earth-616),,Good Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Sep-07,2007.0,Marvel,
8120,Desidera (Earth-616),No Dual Identity,Good Characters,Black Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Apr-07,2007.0,Marvel,
8121,Difference Engine (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Dec-07,2007.0,Marvel,
8122,Draconis (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,3.0,May-07,2007.0,Marvel,
8123,George Pelham (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,3.0,Jun-07,2007.0,Marvel,
8124,Infernal Man (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Sep-07,2007.0,Marvel,
8125,Joe (National Force) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,3.0,Jul-07,2007.0,Marvel,
8126,Jonathan Raven (Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,3.0,Jan-07,2007.0,Marvel,
8127,Mister Prast (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Aug-07,2007.0,Marvel,
8128,Mortimer Grimsdale (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Jan-07,2007.0,Marvel,
8129,Namor McKenzie (Onslaught Reborn) (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,3.0,Mar-07,2007.0,Marvel,
8130,Nancy Ridley (Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,3.0,Jan-07,2007.0,Marvel,
8131,Pamela Pierce (Earth-616),Secret Identity,,Brown Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Feb-07,2007.0,Marvel,
8132,Robert Bruce Banner (Onslaught Reborn) (Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,3.0,Feb-07,2007.0,Marvel,
8133,Rockwell Davis (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Dec-07,2007.0,Marvel,
8134,Seamus MacGillicuddy (Earth-616),Secret Identity,Neutral Characters,,Red Hair,Male Characters,,Living Characters,3.0,Nov-07,2007.0,Marvel,
8135,Shadu the Shady (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3.0,Nov-07,2007.0,Marvel,
8136,Starktech 9 (Earth-616),,Good Characters,Blue Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Jul-07,2007.0,Marvel,
8137,Susan Catrini (Earth-616),,Neutral Characters,,Red Hair,Female Characters,,Deceased Characters,3.0,Nov-07,2007.0,Marvel,
8138,The Storyteller (Gavin) (Earth-616),,Neutral Characters,Blue Eyes,Bald,Male Characters,,Living Characters,3.0,Mar-07,2007.0,Marvel,
8139,Vera Vidal (Earth-616),Secret Identity,,Green Eyes,White Hair,Female Characters,,Living Characters,3.0,Nov-07,2007.0,Marvel,
8140,Witchbreaker (Earth-616),,,,Black Hair,Female Characters,,Living Characters,3.0,Dec-07,2007.0,Marvel,
8141,Zoran (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,Oct-07,2007.0,Marvel,
8142,2-D (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Jan-08,2008.0,Marvel,
8143,Abyss (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jan-08,2008.0,Marvel,
8144,Akihira (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Aug-08,2008.0,Marvel,
8145,Atsuko (Earth-616),,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,May-08,2008.0,Marvel,
8146,Augeas (Earth-616),,,,,Male Characters,,Living Characters,3.0,Jun-08,2008.0,Marvel,
8147,Blue Eagle (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jan-08,2008.0,Marvel,
8148,Carmine Karnelli (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Mar-08,2008.0,Marvel,
8149,"Carol Danvers (Modern, Skrull) (Earth-616)",Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,3.0,May-08,2008.0,Marvel,
8150,Castlemere (Earth-616),,Bad Characters,White Eyes,Bald,Male Characters,,Living Characters,3.0,Oct-08,2008.0,Marvel,
8151,Chilly McHotpants (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3.0,Nov-08,2008.0,Marvel,
8152,Chrell (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Aug-08,2008.0,Marvel,
8153,Chris Chernin (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Dec-08,2008.0,Marvel,
8154,Clayton Wojciehowicz (Earth-616),Public Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,3.0,May-08,2008.0,Marvel,
8155,Conserve And Protect (Earth-616),Public Identity,Bad Characters,,No Hair,,,Living Characters,3.0,Apr-08,2008.0,Marvel,
8156,Emilee Freeman (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Feb-08,2008.0,Marvel,
8157,Erich Eisenhardt (Earth-616),,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Nov-08,2008.0,Marvel,
8158,Fountainhead (Earth-616),Secret Identity,Neutral Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Oct-08,2008.0,Marvel,
8159,Fracture (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Sep-08,2008.0,Marvel,
8160,Henry Pym (Giant-Man Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3.0,Aug-08,2008.0,Marvel,
8161,Hope (Liberteens) (Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,3.0,Jan-08,2008.0,Marvel,
8162,Jash (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3.0,Nov-08,2008.0,Marvel,
8163,Massdriver (Earth-616),Secret Identity,Neutral Characters,,No Hair,Female Characters,,Deceased Characters,3.0,Nov-08,2008.0,Marvel,
8164,Metzger (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,3.0,Dec-08,2008.0,Marvel,
8165,Monk Theppie (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,3.0,Dec-08,2008.0,Marvel,
8166,Ms. America (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Jan-08,2008.0,Marvel,
8167,Nasim Rahimov (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3.0,Jul-08,2008.0,Marvel,
8168,Natsumi (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,Aug-08,2008.0,Marvel,
8169,Orpheus (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Jul-08,2008.0,Marvel,
8170,Ouranos (Earth-616),Public Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,3.0,Jun-08,2008.0,Marvel,
8171,Paul Brokeridge (Earth-616),No Dual Identity,,Brown Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Jan-08,2008.0,Marvel,
8172,Ralph Roberts (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3.0,Feb-08,2008.0,Marvel,
8173,Rock of Buddha (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Dec-08,2008.0,Marvel,
8174,Ruth Eisenhardt (Earth-616),,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,3.0,Nov-08,2008.0,Marvel,
8175,Saboteur (Fourth) (Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3.0,Mar-08,2008.0,Marvel,
8176,Sean Boyle (Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Feb-08,2008.0,Marvel,
8177,Sinister Six (Skrull) (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,3.0,Oct-08,2008.0,Marvel,
8178,Wanda Maximoff (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Living Characters,3.0,Jun-08,2008.0,Marvel,
8179,Aban (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jul-09,2009.0,Marvel,
8180,Akpaxa (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Feb-09,2009.0,Marvel,
8181,Albakor (Earth-616),,Good Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,3.0,Jun-09,2009.0,Marvel,
8182,Alexander Erde (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Jun-09,2009.0,Marvel,
8183,Arkady Markov (Earth-616),,Good Characters,,,Male Characters,,Living Characters,3.0,Dec-09,2009.0,Marvel,
8184,Asylum (Initiative) (Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,3.0,Sep-09,2009.0,Marvel,
8185,Axis Annie (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8186,Baron Skullfire (Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Mar-09,2009.0,Marvel,
8187,Cameron McGill (Earth-616),,Good Characters,,,Male Characters,,Living Characters,3.0,Dec-09,2009.0,Marvel,
8188,Clown (Legion Personality) (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8189,Davis Harmon (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3.0,Mar-09,2009.0,Marvel,
8190,Drexel (Legion Personality) (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8191,Eramis (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Mar-09,2009.0,Marvel,
8192,Fraulein Fatale (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8193,Frederick (Mutant) (Earth-616),,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Apr-09,2009.0,Marvel,
8194,Hodinn (Praetorian) (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,3.0,Mar-09,2009.0,Marvel,
8195,Jenni Pate (Earth-616),Secret Identity,Bad Characters,,Pink Hair,Female Characters,,Deceased Characters,3.0,Aug-09,2009.0,Marvel,
8196,Jonathan N. York (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8197,Jorge Valdez (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Nov-09,2009.0,Marvel,
8198,Lara Wilkinson (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3.0,Jun-09,2009.0,Marvel,
